OBJECTID,PointIndex,CrossM,Elevation,CS_HydroID
        16,        40,  1012.858,    59.766,        16
        16,        41,  1023.534,    59.862,        16
        16,        42,  1033.816,    59.711,        16
        16,        43,  1039.259,    59.469,        16
        16,        44,  1043.520,    59.384,        16
        16,        45,  1062.291,    59.184,        16
        16,        46,  1077.685,    59.115,        16
        16,        47,  1084.711,    59.276,        16
        16,        48,  1095.214,    59.047,        16
        16,        49,  1105.177,    58.881,        16
        16,        50,  1113.851,    58.894,        16
        16,        51,  1147.223,    58.872,        16
        16,        52,  1151.794,    58.834,        16
        16,        53,  1166.547,    59.044,        16
        16,        54,  1166.973,    59.033,        16
        16,        55,  1176.457,    59.029,        16
        16,        56,  1183.926,    58.775,        16
        16,        57,  1192.218,    58.602,        16
        16,        58,  1204.181,    58.471,        16
        16,        59,  1209.252,    58.262,        16
        16,        60,  1240.161,    58.442,        16
        16,        61,  1256.210,    58.899,        16
        16,        62,  1260.050,    59.080,        16
        16,        63,  1264.743,    59.605,        16
        16,        64,  1278.760,    60.011,        16
        16,        65,  1283.934,    60.395,        16
        16,        66,  1285.655,    60.542,        16
        16,        67,  1295.484,    60.609,        16
        16,        68,  1308.613,    60.872,        16
        16,        69,  1333.572,    61.278,        16
        16,        70,  1338.928,    61.551,        16
        16,        71,  1353.908,    61.959,        16
        16,        72,  1372.931,    62.687,        16
        16,        73,  1382.254,    63.121,        16
        16,        74,  1401.441,    63.533,        16
        16,        75,  1408.487,    63.882,        16
        16,        76,  1410.489,    64.162,        16
        16,        77,  1417.164,    65.374,        16
        16,        78,  1420.908,    66.503,        16
        16,        79,  1433.105,    69.580,        16
        16,        80,  1433.744,    69.634,        16
        16,        81,  1447.163,    70.544,        16
        16,        82,  1450.560,    71.430,        16
        17,         1,   548.800,    71.893,        17
        17,         2,   566.644,    69.680,        17
        17,         3,   567.931,    69.282,        17
        17,         4,   567.956,    69.279,        17
        17,         5,   574.409,    67.139,        17
        17,         6,   577.798,    66.614,        17
        17,         7,   582.422,    65.779,        17
        17,         8,   588.808,    63.977,        17
        17,         9,   590.477,    63.765,        17
        17,        10,   609.834,    62.410,        17
        17,        11,   632.045,    61.824,        17
        17,        12,   634.445,    61.793,        17
        17,        13,   644.135,    62.215,        17
        17,        14,   656.072,    61.889,        17
        17,        15,   666.318,    62.024,        17
        17,        16,   677.807,    62.007,        17
        17,        17,   679.928,    62.039,        17
        17,        18,   703.822,    62.208,        17
        17,        19,   724.401,    62.449,        17
        17,        20,   750.730,    62.619,        17
        17,        21,   776.335,    62.907,        17
        17,        22,   784.613,    62.959,        17
        17,        23,   794.021,    62.720,        17
        17,        24,   812.635,    62.948,        17
        17,        25,   837.546,    62.714,        17
        17,        26,   839.033,    62.710,        17
        17,        27,   868.853,    62.567,        17
        17,        28,   882.860,    62.401,        17
        17,        29,   890.906,    62.363,        17
        17,        30,   926.292,    62.016,        17
        17,        31,   932.503,    61.906,        17
        17,        32,   948.661,    61.430,        17
        17,        33,   960.544,    61.249,        17
        17,        34,   971.455,    61.458,        17
        17,        35,   971.784,    61.413,        17
        17,        36,   972.352,    61.305,        17
        17,        37,   984.516,    60.792,        17
        17,        38,  1020.406,    60.469,        17
        17,        39,  1027.354,    60.175,        17
        17,        40,  1032.424,    60.197,        17
        17,        41,  1043.215,    60.316,        17
        17,        42,  1053.609,    60.148,        17
        17,        43,  1059.110,    59.937,        17
        17,        44,  1063.418,    59.850,        17
        17,        45,  1082.391,    59.673,        17
        17,        46,  1097.951,    59.599,        17
        17,        47,  1105.053,    59.790,        17
        17,        48,  1115.669,    59.527,        17
        17,        49,  1125.740,    59.315,        17
        17,        50,  1134.508,    59.316,        17
        17,        51,  1168.241,    59.264,        17
        17,        52,  1172.860,    59.231,        17
        17,        53,  1187.772,    59.511,        17
        17,        54,  1188.203,    59.499,        17
        17,        55,  1197.790,    59.413,        17
        17,        56,  1205.339,    59.159,        17
        17,        57,  1213.721,    59.002,        17
        17,        58,  1225.813,    58.866,        17
        17,        59,  1230.939,    58.629,        17
        17,        60,  1263.311,    58.770,        17
        17,        61,  1280.120,    59.116,        17
        17,        62,  1284.142,    59.283,        17
        17,        63,  1289.057,    59.715,        17
        17,        64,  1303.738,    60.131,        17
        17,        65,  1309.156,    60.558,        17
        17,        66,  1310.959,    60.714,        17
        17,        67,  1321.253,    60.707,        17
        17,        68,  1335.004,    60.899,        17
        17,        69,  1361.144,    61.194,        17
        17,        70,  1366.753,    61.473,        17
        17,        71,  1382.443,    61.841,        17
        17,        72,  1402.366,    62.467,        17
        17,        73,  1412.130,    62.830,        17
        17,        74,  1432.226,    63.020,        17
        17,        75,  1439.605,    63.319,        17
        17,        76,  1441.702,    63.616,        17
        17,        77,  1448.693,    64.813,        17
        17,        78,  1452.614,    66.009,        17
        17,        79,  1465.389,    69.452,        17
        17,        80,  1466.058,    69.508,        17
        17,        81,  1480.112,    70.503,        17
        17,        82,  1483.670,    71.520,        17
        18,         1,   563.200,    71.922,        18
        18,         2,   581.235,    69.701,        18
        18,         3,   582.535,    69.383,        18
        18,         4,   582.561,    69.379,        18
        18,         5,   589.083,    67.070,        18
        18,         6,   592.508,    66.540,        18
        18,         7,   597.182,    65.740,        18
        18,         8,   603.635,    63.891,        18
        18,         9,   605.322,    63.704,        18
        18,        10,   624.886,    62.270,        18
        18,        11,   647.334,    61.732,        18
        18,        12,   649.760,    61.695,        18
        18,        13,   659.553,    62.173,        18
        18,        14,   671.618,    61.796,        18
        18,        15,   681.973,    61.946,        18
        18,        16,   693.585,    62.002,        18
        18,        17,   695.728,    62.036,        18
        18,        18,   719.878,    62.195,        18
        18,        19,   740.677,    62.442,        18
        18,        20,   767.287,    62.665,        18
        18,        21,   793.165,    62.963,        18
        18,        22,   801.532,    63.033,        18
        18,        23,   811.041,    62.770,        18
        18,        24,   829.853,    63.052,        18
        18,        25,   855.031,    62.812,        18
        18,        26,   856.534,    62.810,        18
        18,        27,   886.672,    62.711,        18
        18,        28,   900.829,    62.598,        18
        18,        29,   908.961,    62.572,        18
        18,        30,   944.725,    62.251,        18
        18,        31,   951.001,    62.138,        18
        18,        32,   967.332,    61.718,        18
        18,        33,   979.343,    61.522,        18
        18,        34,   990.370,    61.772,        18
        18,        35,   990.703,    61.746,        18
        18,        36,   991.277,    61.664,        18
        18,        37,  1003.571,    61.125,        18
        18,        38,  1039.844,    60.892,        18
        18,        39,  1046.866,    60.583,        18
        18,        40,  1051.991,    60.628,        18
        18,        41,  1062.897,    60.771,        18
        18,        42,  1073.401,    60.585,        18
        18,        43,  1078.961,    60.405,        18
        18,        44,  1083.315,    60.317,        18
        18,        45,  1102.491,    60.162,        18
        18,        46,  1118.217,    60.083,        18
        18,        47,  1125.396,    60.303,        18
        18,        48,  1136.125,    60.007,        18
        18,        49,  1146.304,    59.750,        18
        18,        50,  1155.165,    59.738,        18
        18,        51,  1189.258,    59.656,        18
        18,        52,  1193.927,    59.627,        18
        18,        53,  1208.998,    59.977,        18
        18,        54,  1209.434,    59.964,        18
        18,        55,  1219.123,    59.798,        18
        18,        56,  1226.753,    59.543,        18
        18,        57,  1235.225,    59.403,        18
        18,        58,  1247.445,    59.260,        18
        18,        59,  1252.626,    58.996,        18
        18,        60,  1286.461,    59.099,        18
        18,        61,  1304.030,    59.334,        18
        18,        62,  1308.233,    59.486,        18
        18,        63,  1313.370,    59.824,        18
        18,        64,  1328.715,    60.251,        18
        18,        65,  1334.378,    60.720,        18
        18,        66,  1336.262,    60.886,        18
        18,        67,  1347.022,    60.805,        18
        18,        68,  1361.394,    60.925,        18
        18,        69,  1388.716,    61.109,        18
        18,        70,  1394.579,    61.395,        18
        18,        71,  1410.978,    61.724,        18
        18,        72,  1431.802,    62.246,        18
        18,        73,  1442.007,    62.540,        18
        18,        74,  1463.010,    62.507,        18
        18,        75,  1470.723,    62.757,        18
        18,        76,  1472.915,    63.070,        18
        18,        77,  1480.222,    64.252,        18
        18,        78,  1484.321,    65.514,        18
        18,        79,  1497.673,    69.325,        18
        18,        80,  1498.372,    69.382,        18
        18,        81,  1513.062,    70.462,        18
        18,        82,  1516.780,    71.610,        18
        19,         1,   577.600,    71.951,        19
        19,         2,   595.826,    69.723,        19
        19,         3,   597.139,    69.483,        19
        19,         4,   597.165,    69.480,        19
        19,         5,   603.756,    67.000,        19
        19,         6,   607.218,    66.467,        19
        19,         7,   611.941,    65.700,        19
        19,         8,   618.463,    63.806,        19
        19,         9,   620.167,    63.643,        19
        19,        10,   639.938,    62.130,        19
        19,        11,   662.623,    61.640,        19
        19,        12,   665.075,    61.598,        19
        19,        13,   674.972,    62.132,        19
        19,        14,   687.164,    61.703,        19
        19,        15,   697.628,    61.868,        19
        19,        16,   709.363,    61.997,        19
        19,        17,   711.529,    62.033,        19
        19,        18,   735.934,    62.183,        19
        19,        19,   756.953,    62.435,        19
        19,        20,   783.844,    62.711,        19
        19,        21,   809.996,    63.020,        19
        19,        22,   818.451,    63.106,        19
        19,        23,   828.060,    62.820,        19
        19,        24,   847.072,    63.156,        19
        19,        25,   872.515,    62.911,        19
        19,        26,   874.034,    62.909,        19
        19,        27,   904.491,    62.854,        19
        19,        28,   918.798,    62.796,        19
        19,        29,   927.015,    62.781,        19
        19,        30,   963.157,    62.485,        19
        19,        31,   969.500,    62.370,        19
        19,        32,   986.004,    62.007,        19
        19,        33,   998.141,    61.796,        19
        19,        34,  1009.285,    62.086,        19
        19,        35,  1009.621,    62.078,        19
        19,        36,  1010.202,    62.023,        19
        19,        37,  1022.625,    61.457,        19
        19,        38,  1059.282,    61.316,        19
        19,        39,  1066.378,    60.992,        19
        19,        40,  1071.557,    61.059,        19
        19,        41,  1082.578,    61.225,        19
        19,        42,  1093.194,    61.022,        19
        19,        43,  1098.813,    60.874,        19
        19,        44,  1103.213,    60.783,        19
        19,        45,  1122.591,    60.651,        19
        19,        46,  1138.484,    60.566,        19
        19,        47,  1145.738,    60.817,        19
        19,        48,  1156.581,    60.486,        19
        19,        49,  1166.867,    60.185,        19
        19,        50,  1175.822,    60.161,        19
        19,        51,  1210.275,    60.048,        19
        19,        52,  1214.994,    60.024,        19
        19,        53,  1230.224,    60.444,        19
        19,        54,  1230.664,    60.430,        19
        19,        55,  1240.456,    60.183,        19
        19,        56,  1248.166,    59.926,        19
        19,        57,  1256.728,    59.803,        19
        19,        58,  1269.078,    59.655,        19
        19,        59,  1274.313,    59.363,        19
        19,        60,  1309.611,    59.428,        19
        19,        61,  1327.940,    59.552,        19
        19,        62,  1332.325,    59.689,        19
        19,        63,  1337.684,    59.933,        19
        19,        64,  1353.693,    60.370,        19
        19,        65,  1359.600,    60.883,        19
        19,        66,  1361.566,    61.058,        19
        19,        67,  1372.791,    60.902,        19
        19,        68,  1387.785,    60.952,        19
        19,        69,  1416.288,    61.025,        19
        19,        70,  1422.404,    61.318,        19
        19,        71,  1439.512,    61.606,        19
        19,        72,  1461.237,    62.026,        19
        19,        73,  1471.883,    62.250,        19
        19,        74,  1493.795,    61.993,        19
        19,        75,  1501.842,    62.194,        19
        19,        76,  1504.128,    62.524,        19
        19,        77,  1511.751,    63.691,        19
        19,        78,  1516.027,    65.020,        19
        19,        79,  1529.956,    69.197,        19
        19,        80,  1530.686,    69.256,        19
        19,        81,  1546.011,    70.421,        19
        19,        82,  1549.890,    71.700,        19
        20,         1,   592.000,    71.980,        20
        20,         2,   611.770,    69.580,        20
        20,         3,   618.430,    66.930,        20
        20,         4,   626.700,    65.660,        20
        20,         5,   633.290,    63.720,        20
        20,         6,   654.990,    61.990,        20
        20,         7,   680.390,    61.500,        20
        20,         8,   690.390,    62.090,        20
        20,         9,   702.710,    61.610,        20
        20,        10,   727.330,    62.030,        20
        20,        11,   751.990,    62.170,        20
        20,        12,   835.370,    63.180,        20
        20,        13,   845.080,    62.870,        20
        20,        14,   864.290,    63.260,        20
        20,        15,   890.000,    63.010,        20
        20,        16,   945.070,    62.990,        20
        20,        17,   981.590,    62.720,        20
        20,        18,  1016.940,    62.070,        20
        20,        19,  1028.540,    62.410,        20
        20,        20,  1041.680,    61.790,        20
        20,        21,  1078.720,    61.740,        20
        20,        22,  1085.890,    61.400,        20
        20,        23,  1102.260,    61.680,        20
        20,        24,  1123.110,    61.250,        20
        20,        25,  1158.750,    61.050,        20
        20,        26,  1166.080,    61.330,        20
        20,        27,  1187.430,    60.620,        20
        20,        28,  1236.060,    60.420,        20
        20,        29,  1251.450,    60.910,        20
        20,        30,  1269.580,    60.310,        20
        20,        31,  1290.710,    60.050,        20
        20,        32,  1296.000,    59.730,        20
        20,        33,  1351.850,    59.770,        20
        20,        34,  1378.670,    60.490,        20
        20,        35,  1386.870,    61.230,        20
        20,        36,  1398.560,    61.000,        20
        20,        37,  1443.860,    60.940,        20
        20,        38,  1450.230,    61.240,        20
        20,        39,  1501.760,    61.960,        20
        20,        40,  1524.580,    61.480,        20
        20,        41,  1532.960,    61.632,        20
        20,        42,  1543.280,    63.130,        20
        20,        43,  1562.240,    69.070,        20
        20,        44,  1578.960,    70.380,        20
        20,        45,  1583.000,    71.790,        20
        21,         1,   587.000,    71.980,        21
        21,         2,   604.020,    69.938,        21
        21,         3,   607.570,    69.396,        21
        21,         4,   610.417,    68.312,        21
        21,         5,   614.499,    66.529,        21
        21,         6,   614.755,    66.469,        21
        21,         7,   623.104,    65.134,        21
        21,         8,   624.128,    64.852,        21
        21,         9,   629.960,    63.359,        21
        21,        10,   633.964,    63.043,        21
        21,        11,   652.538,    61.849,        21
        21,        12,   659.067,    61.755,        21
        21,        13,   678.966,    61.406,        21
        21,        14,   684.122,    61.648,        21
        21,        15,   689.370,    61.910,        21
        21,        16,   702.189,    61.514,        21
        21,        17,   724.624,    61.858,        21
        21,        18,   727.805,    61.914,        21
        21,        19,   753.462,    62.120,        21
        21,        20,   789.353,    62.600,        21
        21,        21,   806.486,    62.759,        21
        21,        22,   815.916,    62.945,        21
        21,        23,   840.215,    63.240,        21
        21,        24,   850.318,    62.996,        21
        21,        25,   854.982,    63.084,        21
        21,        26,   868.532,    63.256,        21
        21,        27,   870.305,    63.288,        21
        21,        28,   897.055,    63.104,        21
        21,        29,   954.353,    63.152,        21
        21,        30,   961.421,    63.117,        21
        21,        31,   992.351,    62.886,        21
        21,        32,  1026.224,    62.327,        21
        21,        33,  1029.131,    62.291,        21
        21,        34,  1034.219,    62.429,        21
        21,        35,  1041.200,    62.589,        21
        21,        36,  1054.872,    62.040,        21
        21,        37,  1085.374,    61.969,        21
        21,        38,  1093.410,    61.944,        21
        21,        39,  1100.870,    61.637,        21
        21,        40,  1117.902,    61.843,        21
        21,        41,  1121.595,    61.773,        21
        21,        42,  1137.106,    61.495,        21
        21,        43,  1139.596,    61.441,        21
        21,        44,  1161.820,    61.233,        21
        21,        45,  1176.678,    61.135,        21
        21,        46,  1184.304,    61.359,        21
        21,        47,  1206.518,    60.707,        21
        21,        48,  1218.441,    60.642,        21
        21,        49,  1233.782,    60.616,        21
        21,        50,  1257.115,    60.408,        21
        21,        51,  1266.029,    60.592,        21
        21,        52,  1273.128,    60.713,        21
        21,        53,  1291.991,    60.023,        21
        21,        54,  1298.147,    59.903,        21
        21,        55,  1310.196,    59.525,        21
        21,        56,  1313.976,    59.453,        21
        21,        57,  1319.480,    59.129,        21
        21,        58,  1369.510,    59.407,        21
        21,        59,  1381.303,    59.768,        21
        21,        60,  1393.535,    60.094,        21
        21,        61,  1400.880,    60.735,        21
        21,        62,  1411.352,    60.548,        21
        21,        63,  1446.999,    60.538,        21
        21,        64,  1451.931,    60.589,        21
        21,        65,  1457.637,    60.912,        21
        21,        66,  1476.238,    61.376,        21
        21,        67,  1502.431,    62.399,        21
        21,        68,  1503.797,    62.528,        21
        21,        69,  1509.683,    62.887,        21
        21,        70,  1524.239,    62.656,        21
        21,        71,  1531.746,    62.818,        21
        21,        72,  1540.991,    64.141,        21
        21,        73,  1546.869,    65.928,        21
        21,        74,  1557.975,    69.470,        21
        21,        75,  1572.952,    70.880,        21
        21,        76,  1576.571,    72.158,        21
        22,         1,   582.000,    71.980,        22
        22,         2,   599.681,    69.882,        22
        22,         3,   603.370,    69.212,        22
        22,         4,   606.328,    68.134,        22
        22,         5,   610.568,    66.129,        22
        22,         6,   610.834,    66.046,        22
        22,         7,   619.508,    64.608,        22
        22,         8,   620.572,    64.333,        22
        22,         9,   626.631,    62.998,        22
        22,        10,   630.790,    62.672,        22
        22,        11,   650.086,    61.709,        22
        22,        12,   656.870,    61.641,        22
        22,        13,   677.542,    61.311,        22
        22,        14,   682.899,    61.503,        22
        22,        15,   688.351,    61.729,        22
        22,        16,   701.667,    61.419,        22
        22,        17,   724.975,    61.738,        22
        22,        18,   728.279,    61.797,        22
        22,        19,   754.935,    62.070,        22
        22,        20,   792.221,    62.611,        22
        22,        21,   810.020,    62.731,        22
        22,        22,   819.817,    62.992,        22
        22,        23,   845.061,    63.299,        22
        22,        24,   855.557,    63.121,        22
        22,        25,   860.402,    63.206,        22
        22,        26,   874.478,    63.287,        22
        22,        27,   876.321,    63.315,        22
        22,        28,   904.111,    63.198,        22
        22,        29,   963.637,    63.314,        22
        22,        30,   970.979,    63.294,        22
        22,        31,  1003.111,    63.053,        22
        22,        32,  1038.301,    62.532,        22
        22,        33,  1041.322,    62.512,        22
        22,        34,  1046.607,    62.644,        22
        22,        35,  1053.860,    62.767,        22
        22,        36,  1068.063,    62.291,        22
        22,        37,  1099.752,    62.187,        22
        22,        38,  1108.100,    62.148,        22
        22,        39,  1115.850,    61.875,        22
        22,        40,  1133.545,    62.006,        22
        22,        41,  1137.380,    61.939,        22
        22,        42,  1153.495,    61.691,        22
        22,        43,  1156.082,    61.632,        22
        22,        44,  1179.170,    61.336,        22
        22,        45,  1194.605,    61.219,        22
        22,        46,  1202.528,    61.389,        22
        22,        47,  1225.606,    60.793,        22
        22,        48,  1237.993,    60.712,        22
        22,        49,  1253.930,    60.720,        22
        22,        50,  1278.170,    60.396,        22
        22,        51,  1287.431,    60.492,        22
        22,        52,  1294.805,    60.515,        22
        22,        53,  1314.402,    59.736,        22
        22,        54,  1320.797,    59.569,        22
        22,        55,  1333.315,    58.956,        22
        22,        56,  1337.242,    58.856,        22
        22,        57,  1342.960,    58.527,        22
        22,        58,  1387.170,    59.044,        22
        22,        59,  1397.590,    59.412,        22
        22,        60,  1408.400,    59.697,        22
        22,        61,  1414.891,    60.240,        22
        22,        62,  1424.144,    60.096,        22
        22,        63,  1455.644,    60.128,        22
        22,        64,  1460.003,    60.237,        22
        22,        65,  1465.045,    60.584,        22
        22,        66,  1481.482,    61.222,        22
        22,        67,  1504.627,    62.859,        22
        22,        68,  1505.835,    63.096,        22
        22,        69,  1511.036,    63.953,        22
        22,        70,  1523.899,    63.832,        22
        22,        71,  1530.532,    64.003,        22
        22,        72,  1538.701,    65.152,        22
        22,        73,  1543.896,    66.670,        22
        22,        74,  1553.710,    69.870,        22
        22,        75,  1566.945,    71.380,        22
        22,        76,  1570.143,    72.526,        22
        23,         1,   577.000,    71.980,        23
        23,         2,   595.343,    69.825,        23
        23,         3,   599.169,    69.027,        23
        23,         4,   602.238,    67.955,        23
        23,         5,   606.638,    65.728,        23
        23,         6,   606.913,    65.623,        23
        23,         7,   615.911,    64.083,        23
        23,         8,   617.016,    63.814,        23
        23,         9,   623.301,    62.638,        23
        23,        10,   627.616,    62.302,        23
        23,        11,   647.635,    61.568,        23
        23,        12,   654.672,    61.527,        23
        23,        13,   676.117,    61.217,        23
        23,        14,   681.675,    61.359,        23
        23,        15,   687.331,    61.549,        23
        23,        16,   701.146,    61.323,        23
        23,        17,   725.326,    61.619,        23
        23,        18,   728.754,    61.681,        23
        23,        19,   756.407,    62.021,        23
        23,        20,   795.089,    62.623,        23
        23,        21,   813.554,    62.703,        23
        23,        22,   823.718,    63.040,        23
        23,        23,   849.906,    63.359,        23
        23,        24,   860.795,    63.247,        23
        23,        25,   865.822,    63.329,        23
        23,        26,   880.424,    63.317,        23
        23,        27,   882.336,    63.343,        23
        23,        28,   911.166,    63.292,        23
        23,        29,   972.920,    63.476,        23
        23,        30,   980.538,    63.471,        23
        23,        31,  1013.872,    63.219,        23
        23,        32,  1050.379,    62.738,        23
        23,        33,  1053.512,    62.734,        23
        23,        34,  1058.996,    62.859,        23
        23,        35,  1066.520,    62.946,        23
        23,        36,  1081.255,    62.541,        23
        23,        37,  1114.130,    62.406,        23
        23,        38,  1122.790,    62.352,        23
        23,        39,  1130.830,    62.112,        23
        23,        40,  1149.187,    62.169,        23
        23,        41,  1153.166,    62.105,        23
        23,        42,  1169.884,    61.887,        23
        23,        43,  1172.567,    61.823,        23
        23,        44,  1196.520,    61.439,        23
        23,        45,  1212.533,    61.304,        23
        23,        46,  1220.752,    61.418,        23
        23,        47,  1244.694,    60.880,        23
        23,        48,  1257.544,    60.782,        23
        23,        49,  1274.078,    60.824,        23
        23,        50,  1299.226,    60.384,        23
        23,        51,  1308.833,    60.392,        23
        23,        52,  1316.483,    60.318,        23
        23,        53,  1336.813,    59.449,        23
        23,        54,  1343.448,    59.236,        23
        23,        55,  1356.434,    58.387,        23
        23,        56,  1360.508,    58.258,        23
        23,        57,  1366.440,    57.926,        23
        23,        58,  1404.829,    58.681,        23
        23,        59,  1413.878,    59.056,        23
        23,        60,  1423.265,    59.301,        23
        23,        61,  1428.901,    59.745,        23
        23,        62,  1436.936,    59.645,        23
        23,        63,  1464.290,    59.718,        23
        23,        64,  1468.074,    59.886,        23
        23,        65,  1472.453,    60.255,        23
        23,        66,  1486.725,    61.067,        23
        23,        67,  1506.824,    63.319,        23
        23,        68,  1507.873,    63.664,        23
        23,        69,  1512.389,    65.018,        23
        23,        70,  1523.558,    65.007,        23
        23,        71,  1529.318,    65.189,        23
        23,        72,  1536.412,    66.163,        23
        23,        73,  1540.923,    67.412,        23
        23,        74,  1549.445,    70.270,        23
        23,        75,  1560.937,    71.880,        23
        23,        76,  1563.714,    72.894,        23
        23,        77,  1563.727,    72.900,        23
        24,         1,   572.000,    71.980,        24
        24,         2,   591.005,    69.769,        24
        24,         3,   594.969,    68.843,        24
        24,         4,   598.148,    67.776,        24
        24,         5,   602.707,    65.327,        24
        24,         6,   602.992,    65.200,        24
        24,         7,   612.315,    63.557,        24
        24,         8,   613.459,    63.296,        24
        24,         9,   619.971,    62.277,        24
        24,        10,   624.442,    61.931,        24
        24,        11,   645.183,    61.427,        24
        24,        12,   652.474,    61.412,        24
        24,        13,   674.693,    61.123,        24
        24,        14,   680.451,    61.214,        24
        24,        15,   686.311,    61.368,        24
        24,        16,   700.625,    61.227,        24
        24,        17,   725.677,    61.499,        24
        24,        18,   729.229,    61.564,        24
        24,        19,   757.879,    61.971,        24
        24,        20,   797.957,    62.635,        24
        24,        21,   817.088,    62.675,        24
        24,        22,   827.618,    63.087,        24
        24,        23,   854.752,    63.418,        24
        24,        24,   866.033,    63.373,        24
        24,        25,   871.241,    63.452,        24
        24,        26,   886.371,    63.348,        24
        24,        27,   888.351,    63.371,        24
        24,        28,   918.222,    63.386,        24
        24,        29,   982.203,    63.638,        24
        24,        30,   990.096,    63.648,        24
        24,        31,  1024.633,    63.385,        24
        24,        32,  1062.457,    62.943,        24
        24,        33,  1065.703,    62.955,        24
        24,        34,  1071.384,    63.074,        24
        24,        35,  1079.180,    63.124,        24
        24,        36,  1094.446,    62.791,        24
        24,        37,  1128.507,    62.624,        24
        24,        38,  1137.480,    62.555,        24
        24,        39,  1145.810,    62.350,        24
        24,        40,  1164.829,    62.333,        24
        24,        41,  1168.952,    62.271,        24
        24,        42,  1186.273,    62.083,        24
        24,        43,  1189.053,    62.014,        24
        24,        44,  1213.870,    61.541,        24
        24,        45,  1230.460,    61.389,        24
        24,        46,  1238.977,    61.448,        24
        24,        47,  1263.781,    60.966,        24
        24,        48,  1277.096,    60.851,        24
        24,        49,  1294.226,    60.928,        24
        24,        50,  1320.281,    60.372,        24
        24,        51,  1330.235,    60.291,        24
        24,        52,  1338.161,    60.120,        24
        24,        53,  1359.225,    59.162,        24
        24,        54,  1366.099,    58.902,        24
        24,        55,  1379.553,    57.818,        24
        24,        56,  1383.774,    57.661,        24
        24,        57,  1389.920,    57.324,        24
        24,        58,  1422.489,    58.318,        24
        24,        59,  1430.166,    58.700,        24
        24,        60,  1438.130,    58.905,        24
        24,        61,  1442.911,    59.251,        24
        24,        62,  1449.729,    59.193,        24
        24,        63,  1472.935,    59.309,        24
        24,        64,  1476.145,    59.534,        24
        24,        65,  1479.860,    59.927,        24
        24,        66,  1491.969,    60.913,        24
        24,        67,  1509.020,    63.779,        24
        24,        68,  1509.910,    64.232,        24
        24,        69,  1513.741,    66.084,        24
        24,        70,  1523.218,    66.183,        24
        24,        71,  1528.105,    66.375,        24
        24,        72,  1534.123,    67.173,        24
        24,        73,  1537.949,    68.154,        24
        24,        74,  1545.179,    70.670,        24
        24,        75,  1554.930,    72.381,        24
        24,        76,  1557.286,    73.262,        24
        24,        77,  1557.303,    73.270,        24
        25,         1,   567.000,    71.980,        25
        25,         2,   586.667,    69.713,        25
        25,         3,   590.769,    68.659,        25
        25,         4,   594.059,    67.597,        25
        25,         5,   598.776,    64.927,        25
        25,         6,   599.072,    64.776,        25
        25,         7,   608.719,    63.031,        25
        25,         8,   609.903,    62.777,        25
        25,         9,   616.642,    61.916,        25
        25,        10,   621.268,    61.561,        25
        25,        11,   642.731,    61.286,        25
        25,        12,   650.276,    61.298,        25
        25,        13,   673.269,    61.028,        25
        25,        14,   679.227,    61.069,        25
        25,        15,   685.292,    61.188,        25
        25,        16,   700.104,    61.132,        25
        25,        17,   726.028,    61.379,        25
        25,        18,   729.704,    61.448,        25
        25,        19,   759.352,    61.921,        25
        25,        20,   800.824,    62.647,        25
        25,        21,   820.622,    62.646,        25
        25,        22,   831.519,    63.135,        25
        25,        23,   859.597,    63.478,        25
        25,        24,   871.271,    63.498,        25
        25,        25,   876.661,    63.575,        25
        25,        26,   892.317,    63.379,        25
        25,        27,   894.367,    63.399,        25
        25,        28,   925.277,    63.479,        25
        25,        29,   991.486,    63.800,        25
        25,        30,   999.654,    63.826,        25
        25,        31,  1035.393,    63.551,        25
        25,        32,  1074.535,    63.149,        25
        25,        33,  1077.894,    63.176,        25
        25,        34,  1083.773,    63.290,        25
        25,        35,  1091.840,    63.303,        25
        25,        36,  1107.638,    63.042,        25
        25,        37,  1142.885,    62.843,        25
        25,        38,  1152.170,    62.759,        25
        25,        39,  1160.791,    62.587,        25
        25,        40,  1180.472,    62.496,        25
        25,        41,  1184.738,    62.438,        25
        25,        42,  1202.662,    62.278,        25
        25,        43,  1205.539,    62.205,        25
        25,        44,  1231.220,    61.644,        25
        25,        45,  1248.388,    61.473,        25
        25,        46,  1257.201,    61.477,        25
        25,        47,  1282.869,    61.053,        25
        25,        48,  1296.647,    60.921,        25
        25,        49,  1314.374,    61.032,        25
        25,        50,  1341.336,    60.360,        25
        25,        51,  1351.636,    60.191,        25
        25,        52,  1359.839,    59.923,        25
        25,        53,  1381.636,    58.875,        25
        25,        54,  1388.749,    58.568,        25
        25,        55,  1402.672,    57.248,        25
        25,        56,  1407.040,    57.064,        25
        25,        57,  1413.400,    56.723,        25
        25,        58,  1440.149,    57.956,        25
        25,        59,  1446.454,    58.344,        25
        25,        60,  1452.994,    58.509,        25
        25,        61,  1456.922,    58.756,        25
        25,        62,  1462.521,    58.741,        25
        25,        63,  1481.580,    58.899,        25
        25,        64,  1484.217,    59.183,        25
        25,        65,  1487.268,    59.599,        25
        25,        66,  1497.213,    60.759,        25
        25,        67,  1511.217,    64.240,        25
        25,        68,  1511.948,    64.800,        25
        25,        69,  1515.094,    67.149,        25
        25,        70,  1522.877,    67.359,        25
        25,        71,  1526.891,    67.561,        25
        25,        72,  1531.833,    68.184,        25
